time,temperature_2m (°F),rain (inch),soil_temperature_0_to_7cm (°F),soil_moisture_0_to_7cm (m³/m³)
2021-05-28T12:00,60.8,0.0,60.6,0.313
2021-05-29T12:00,62.2,0.012,60.3,0.3
2021-05-30T12:00,74.4,0.0,69.1,0.3
2021-05-31T12:00,68.4,0.0,69.6,0.287
2021-06-01T12:00,79.3,0.0,74.0,0.273
2021-06-02T12:00,85.6,0.0,79.1,0.26
2021-06-03T12:00,89.6,0.0,79.3,0.252
2021-06-04T12:00,97.7,0.0,87.2,0.245
2021-06-05T12:00,94.7,0.0,88.1,0.244
2021-06-06T12:00,91.7,0.0,89.9,0.252
2021-06-07T12:00,87.4,0.0,84.9,0.248
2021-06-08T12:00,89.7,0.0,85.9,0.306
2021-06-09T12:00,89.9,0.0,85.9,0.304
2021-06-10T12:00,88.5,0.0,86.3,0.296
2021-06-11T12:00,76.1,0.004,77.0,0.46
2021-06-12T12:00,78.2,0.0,74.9,0.431
2021-06-13T12:00,81.8,0.0,76.7,0.395
2021-06-14T12:00,81.2,0.0,77.7,0.366
2021-06-15T12:00,78.9,0.0,77.3,0.342
2021-06-16T12:00,85.8,0.0,78.7,0.324
2021-06-17T12:00,83.0,0.0,80.0,0.318
2021-06-18T12:00,81.7,0.0,78.6,0.312
2021-06-19T12:00,74.3,0.0,76.2,0.302
2021-06-20T12:00,59.8,0.835,62.0,0.509
2021-06-21T12:00,61.0,0.0,64.0,0.434
2021-06-22T12:00,71.8,0.0,67.6,0.413
2021-06-23T12:00,84.8,0.0,74.7,0.372
2021-06-24T12:00,79.5,0.0,77.3,0.355
2021-06-25T12:00,78.7,0.0,75.5,0.339
2021-06-26T12:00,71.5,0.031,70.4,0.423
2021-06-27T12:00,77.9,0.008,77.2,0.402
2021-06-28T12:00,74.4,0.004,74.1,0.446
2021-06-29T12:00,78.4,0.0,75.3,0.41
2021-06-30T12:00,83.0,0.0,78.7,0.379
2021-07-01T12:00,85.8,0.0,80.9,0.353
2021-07-02T12:00,87.2,0.0,81.8,0.337
2021-07-03T12:00,88.0,0.0,81.8,0.328
2021-07-04T12:00,89.7,0.0,85.3,0.316
2021-07-05T12:00,86.3,0.0,84.9,0.305
2021-07-06T12:00,64.5,0.169,66.9,0.463
2021-07-07T12:00,67.7,0.0,68.8,0.43
2021-07-08T12:00,72.7,0.0,71.5,0.405
2021-07-09T12:00,75.9,0.0,73.5,0.397
2021-07-10T12:00,79.7,0.0,76.4,0.375
2021-07-11T12:00,83.8,0.0,77.6,0.35
2021-07-12T12:00,83.2,0.0,77.7,0.334
2021-07-13T12:00,80.2,0.0,78.4,0.321
2021-07-14T12:00,80.8,0.0,77.8,0.311
2021-07-15T12:00,82.6,0.0,78.8,0.302
2021-07-16T12:00,82.5,0.0,78.7,0.301
2021-07-17T12:00,83.1,0.0,79.2,0.296
2021-07-18T12:00,85.4,0.0,81.3,0.288
2021-07-19T12:00,89.9,0.0,85.4,0.281
2021-07-20T12:00,85.7,0.0,82.4,0.275
2021-07-21T12:00,84.2,0.008,80.0,0.275
2021-07-22T12:00,86.6,0.0,86.0,0.273
2021-07-23T12:00,92.7,0.0,89.1,0.274
2021-07-24T12:00,87.1,0.0,83.8,0.275
2021-07-25T12:00,87.3,0.0,82.6,0.275
2021-07-26T12:00,89.1,0.0,84.5,0.267
2021-07-27T12:00,85.5,0.0,83.7,0.266
2021-07-28T12:00,93.2,0.0,88.3,0.266
2021-07-29T12:00,80.0,0.0,80.9,0.268
2021-07-30T12:00,80.2,0.0,78.5,0.264
2021-07-31T12:00,81.8,0.0,80.8,0.264
2021-08-01T12:00,76.6,0.0,77.9,0.266
2021-08-02T12:00,83.0,0.0,80.6,0.26
2021-08-03T12:00,86.6,0.0,82.9,0.257
2021-08-04T12:00,83.2,0.0,81.2,0.261
2021-08-05T12:00,81.2,0.0,79.6,0.287
2021-08-06T12:00,76.0,0.0,77.5,0.292
2021-08-07T12:00,82.0,0.016,78.6,0.288
2021-08-08T12:00,81.8,0.0,80.1,0.3
2021-08-09T12:00,87.6,0.0,83.3,0.289
2021-08-10T12:00,79.0,0.0,76.8,0.421
2021-08-11T12:00,76.8,0.0,75.4,0.38
2021-08-12T12:00,72.3,0.0,73.7,0.346
2021-08-13T12:00,74.6,0.0,72.0,0.329
2021-08-14T12:00,86.9,0.0,77.6,0.308
2021-08-15T12:00,87.2,0.0,81.8,0.295
2021-08-16T12:00,89.9,0.0,84.9,0.285
2021-08-17T12:00,93.4,0.0,87.8,0.273
2021-08-18T12:00,92.6,0.0,87.2,0.29
2021-08-19T12:00,90.0,0.0,86.7,0.291
2021-08-20T12:00,75.2,0.559,76.0,0.475
2021-08-21T12:00,69.6,0.0,70.5,0.397
2021-08-22T12:00,73.7,0.02,70.7,0.372
2021-08-23T12:00,77.4,0.0,74.2,0.386
2021-08-24T12:00,82.4,0.0,78.5,0.389
2021-08-25T12:00,71.9,0.0,73.9,0.363
2021-08-26T12:00,68.8,0.35,66.5,0.466
2021-08-27T12:00,71.2,0.008,67.9,0.448
2021-08-28T12:00,77.6,0.106,73.2,0.475
2021-08-29T12:00,75.7,0.0,72.1,0.437
2021-08-30T12:00,75.9,0.0,72.3,0.399
2021-08-31T12:00,77.4,0.0,74.0,0.37
2021-09-01T12:00,76.4,0.0,73.7,0.335
2021-09-02T12:00,63.8,0.39,64.5,0.501
2021-09-03T12:00,72.6,0.0,70.4,0.459
2021-09-04T12:00,74.2,0.0,69.7,0.44
2021-09-05T12:00,71.2,0.0,68.6,0.41
2021-09-06T12:00,78.7,0.0,70.5,0.38
2021-09-07T12:00,73.7,0.0,69.2,0.435
2021-09-08T12:00,71.9,0.0,68.8,0.403
2021-09-09T12:00,72.7,0.0,68.5,0.382
2021-09-10T12:00,79.1,0.0,72.2,0.36
2021-09-11T12:00,69.0,0.0,70.6,0.341
2021-09-12T12:00,67.7,0.0,69.4,0.335
2021-09-13T12:00,69.4,0.0,66.8,0.321
2021-09-14T12:00,71.6,0.0,66.5,0.36
2021-09-15T12:00,69.8,0.0,64.1,0.344
2021-09-16T12:00,67.2,0.0,68.3,0.332
2021-09-17T12:00,65.7,0.0,65.4,0.333
2021-09-18T12:00,72.5,0.0,66.1,0.324
2021-09-19T12:00,82.8,0.0,74.3,0.311
2021-09-20T12:00,62.9,0.071,62.9,0.348
2021-09-21T12:00,64.5,0.0,63.3,0.375
2021-09-22T12:00,71.0,0.0,64.2,0.358
2021-09-23T12:00,70.5,0.0,66.1,0.331
2021-09-24T12:00,62.1,0.0,65.5,0.311
2021-09-25T12:00,68.4,0.0,61.1,0.313
2021-09-26T12:00,78.6,0.0,71.4,0.291
2021-09-27T12:00,75.0,0.0,70.0,0.275
2021-09-28T12:00,86.1,0.0,75.6,0.26
2021-09-29T12:00,84.9,0.0,78.3,0.251
2021-09-30T12:00,77.6,0.0,76.9,0.246
2021-10-01T12:00,68.3,0.028,69.5,0.253
2021-10-02T12:00,68.6,0.0,66.3,0.347
2021-10-03T12:00,73.6,0.0,66.5,0.337
2021-10-04T12:00,75.4,0.0,68.3,0.321
2021-10-05T12:00,78.2,0.0,69.6,0.3
2021-10-06T12:00,75.6,0.0,71.2,0.287
2021-10-07T12:00,76.8,0.0,71.9,0.283
2021-10-08T12:00,66.5,0.213,68.7,0.348
2021-10-09T12:00,61.2,0.213,62.0,0.474
2021-10-10T12:00,61.4,0.031,62.2,0.486
2021-10-11T12:00,63.8,0.0,59.5,0.477
2021-10-12T12:00,53.9,0.0,54.6,0.465
2021-10-13T12:00,56.7,0.252,55.3,0.517
2021-10-14T12:00,50.8,0.0,53.3,0.48
2021-10-15T12:00,48.3,0.008,49.1,0.464
2021-10-16T12:00,56.3,0.0,51.5,0.451
2021-10-17T12:00,60.6,0.0,53.2,0.432
2021-10-18T12:00,68.3,0.0,57.9,0.415
2021-10-19T12:00,51.7,0.0,53.5,0.391
2021-10-20T12:00,43.6,0.0,48.0,0.389
2021-10-21T12:00,41.3,0.0,45.0,0.387
2021-10-22T12:00,43.8,0.0,46.1,0.38
2021-10-23T12:00,47.3,0.0,45.4,0.373
2021-10-24T12:00,44.6,0.012,43.3,0.375
2021-10-25T12:00,46.9,0.0,45.6,0.379
2021-10-26T12:00,51.7,0.0,49.4,0.37
2021-10-27T12:00,49.4,0.291,49.2,0.458
2021-10-28T12:00,52.7,0.0,49.5,0.462
2021-10-29T12:00,52.4,0.0,47.9,0.438
2021-10-30T12:00,48.2,0.004,48.2,0.425
2021-10-31T12:00,40.8,0.0,42.3,0.421
2021-11-01T12:00,40.7,0.0,41.9,0.406
2021-11-02T12:00,39.3,0.0,40.9,0.398
2021-11-03T12:00,42.9,0.0,30.7,0.399
2021-11-04T12:00,46.7,0.0,31.3,0.399
2021-11-05T12:00,54.8,0.0,47.3,0.39
2021-11-06T12:00,56.6,0.0,50.0,0.382
2021-11-07T12:00,53.4,0.0,49.4,0.357
2021-11-08T12:00,49.9,0.0,46.9,0.355
2021-11-09T12:00,49.4,0.0,43.7,0.352
2021-11-10T12:00,44.2,0.059,43.6,0.345
2021-11-11T12:00,36.2,0.0,39.5,0.442
2021-11-12T12:00,30.2,0.0,34.8,0.437
2021-11-13T12:00,26.8,0.0,33.5,0.422
2021-11-14T12:00,24.6,0.0,33.5,0.416
2021-11-15T12:00,31.2,0.0,33.1,0.411
2021-11-16T12:00,38.8,0.0,37.5,0.429
2021-11-17T12:00,34.6,0.0,36.8,0.425
2021-11-18T12:00,29.2,0.0,31.8,0.418
2021-11-19T12:00,41.6,0.0,32.1,0.413
2021-11-20T12:00,36.9,0.0,32.4,0.41
2021-11-21T12:00,23.7,0.0,32.4,0.405
2021-11-22T12:00,33.2,0.0,28.0,0.402
2021-11-23T12:00,45.8,0.0,28.7,0.4
2021-11-24T12:00,27.6,0.0,29.9,0.399
2021-11-25T12:00,16.9,0.0,26.7,0.398
2021-11-26T12:00,35.6,0.0,28.0,0.397
2021-11-27T12:00,41.7,0.0,30.0,0.397
2021-11-28T12:00,34.6,0.0,28.0,0.396
2021-11-29T12:00,44.2,0.0,35.5,0.398
2021-11-30T12:00,38.5,0.0,31.9,0.395
2021-12-01T12:00,46.5,0.028,32.0,0.408
2021-12-02T12:00,41.1,0.0,33.2,0.404
2021-12-03T12:00,36.7,0.0,31.8,0.404
2021-12-04T12:00,33.7,0.0,29.8,0.4
2021-12-05T12:00,30.5,0.0,30.6,0.398
2021-12-06T12:00,0.8,0.0,25.1,0.396
2021-12-07T12:00,14.6,0.0,26.9,0.395
2021-12-08T12:00,17.7,0.0,26.8,0.393
2021-12-09T12:00,34.1,0.0,28.2,0.392
2021-12-10T12:00,26.6,0.0,27.5,0.391
2021-12-11T12:00,27.9,0.0,27.4,0.391
2021-12-12T12:00,37.2,0.0,27.8,0.39
2021-12-13T12:00,34.2,0.0,27.9,0.392
2021-12-14T12:00,38.7,0.0,30.2,0.393
2021-12-15T12:00,41.8,0.0,31.0,0.407
2021-12-16T12:00,11.2,0.0,25.2,0.41
2021-12-17T12:00,11.1,0.0,24.4,0.408
2021-12-18T12:00,11.9,0.0,25.5,0.407
2021-12-19T12:00,28.2,0.0,27.2,0.406
2021-12-20T12:00,13.8,0.0,24.8,0.405
2021-12-21T12:00,12.5,0.0,26.0,0.404
2021-12-22T12:00,20.9,0.0,27.0,0.404
2021-12-23T12:00,31.7,0.0,27.1,0.404
2021-12-24T12:00,27.8,0.0,27.5,0.404
2021-12-25T12:00,5.6,0.0,25.2,0.406
2021-12-26T12:00,6.6,0.0,27.6,0.405
2021-12-27T12:00,6.1,0.0,26.8,0.405
2021-12-28T12:00,-2.1,0.0,27.8,0.405
2021-12-29T12:00,-14.5,0.0,26.2,0.405
2021-12-30T12:00,-3.5,0.0,27.5,0.405
2021-12-31T12:00,-13.1,0.0,29.0,0.403
2022-01-01T12:00,-15.4,0.0,28.2,0.402
2022-01-02T12:00,-5.0,0.0,27.5,0.401
2022-01-03T12:00,15.8,0.0,26.9,0.401
2022-01-04T12:00,11.6,0.0,27.7,0.4
2022-01-05T12:00,-5.5,0.0,27.0,0.4
2022-01-06T12:00,-17.0,0.0,27.7,0.399
2022-01-07T12:00,-15.1,0.0,29.8,0.398
2022-01-08T12:00,14.3,0.0,29.2,0.397
2022-01-09T12:00,-5.0,0.0,27.0,0.396
2022-01-10T12:00,-7.1,0.0,31.4,0.395
2022-01-11T12:00,35.4,0.0,29.2,0.394
2022-01-12T12:00,25.6,0.0,30.2,0.393
2022-01-13T12:00,22.9,0.0,29.6,0.392
2022-01-14T12:00,16.6,0.0,28.3,0.391
2022-01-15T12:00,3.5,0.0,30.2,0.39
2022-01-16T12:00,34.3,0.004,27.3,0.39
2022-01-17T12:00,28.3,0.0,27.6,0.389
2022-01-18T12:00,28.8,0.0,29.9,0.389
2022-01-19T12:00,-5.2,0.0,27.2,0.388
2022-01-20T12:00,-11.1,0.0,28.1,0.388
2022-01-21T12:00,19.8,0.0,27.1,0.387
2022-01-22T12:00,2.1,0.0,27.0,0.387
2022-01-23T12:00,-1.9,0.0,26.9,0.387
2022-01-24T12:00,-0.7,0.0,27.1,0.387
2022-01-25T12:00,-9.5,0.0,26.9,0.386
2022-01-26T12:00,23.8,0.0,26.9,0.386
2022-01-27T12:00,5.7,0.0,27.5,0.386
2022-01-28T12:00,9.0,0.0,29.2,0.386
2022-01-29T12:00,27.3,0.0,27.2,0.386
2022-01-30T12:00,11.3,0.0,27.9,0.386
2022-01-31T12:00,21.0,0.0,27.2,0.386
2022-02-01T12:00,8.4,0.0,27.0,0.385
2022-02-02T12:00,-7.2,0.0,26.9,0.385
2022-02-03T12:00,-11.8,0.0,31.4,0.384
2022-02-04T12:00,-4.8,0.0,29.5,0.384
2022-02-05T12:00,24.7,0.0,30.3,0.383
2022-02-06T12:00,5.1,0.0,28.4,0.383
2022-02-07T12:00,22.6,0.0,27.6,0.382
2022-02-08T12:00,39.2,0.0,27.2,0.382
2022-02-09T12:00,26.9,0.0,28.8,0.415
2022-02-10T12:00,33.9,0.0,29.9,0.413
2022-02-11T12:00,0.0,0.0,27.2,0.484
2022-02-12T12:00,-3.6,0.0,30.0,0.464
2022-02-13T12:00,-2.3,0.0,29.1,0.456
2022-02-14T12:00,1.0,0.0,26.9,0.45
2022-02-15T12:00,16.3,0.0,27.5,0.445
2022-02-16T12:00,15.2,0.0,30.2,0.44
2022-02-17T12:00,-4.6,0.0,29.4,0.436
2022-02-18T12:00,12.3,0.0,27.8,0.433
2022-02-19T12:00,8.8,0.0,27.7,0.431
2022-02-20T12:00,8.1,0.0,27.5,0.429
2022-02-21T12:00,-3.6,0.0,27.1,0.428
2022-02-22T12:00,-10.5,0.0,27.3,0.426
2022-02-23T12:00,-7.8,0.0,31.0,0.423
2022-02-24T12:00,-3.1,0.0,30.0,0.42
2022-02-25T12:00,0.9,0.0,30.7,0.418
2022-02-26T12:00,23.3,0.0,27.1,0.418
2022-02-27T12:00,18.9,0.0,27.5,0.417
2022-02-28T12:00,31.5,0.0,28.5,0.415
2022-03-01T12:00,20.6,0.0,29.8,0.414
2022-03-02T12:00,21.9,0.0,31.3,0.412
2022-03-03T12:00,8.2,0.0,30.5,0.41
2022-03-04T12:00,27.1,0.0,31.5,0.409
2022-03-05T12:00,27.0,0.0,31.5,0.408
2022-03-06T12:00,23.4,0.0,29.1,0.407
2022-03-07T12:00,22.4,0.0,27.2,0.406
2022-03-08T12:00,25.9,0.0,29.0,0.405
2022-03-09T12:00,10.3,0.0,27.5,0.405
2022-03-10T12:00,12.3,0.0,28.0,0.404
2022-03-11T12:00,0.0,0.0,27.1,0.404
2022-03-12T12:00,12.5,0.0,28.0,0.403
2022-03-13T12:00,27.4,0.0,27.3,0.403
2022-03-14T12:00,27.7,0.0,29.0,0.402
2022-03-15T12:00,40.8,0.0,27.4,0.422
2022-03-16T12:00,45.3,0.004,30.5,0.517
2022-03-17T12:00,39.3,0.0,30.8,0.516
2022-03-18T12:00,37.4,0.0,30.5,0.518
2022-03-19T12:00,42.2,0.0,30.9,0.518
2022-03-20T12:00,56.2,0.0,41.6,0.492
2022-03-21T12:00,53.2,0.0,44.0,0.47
2022-03-22T12:00,47.8,0.0,37.7,0.459
2022-03-23T12:00,39.7,0.0,36.9,0.448
2022-03-24T12:00,45.8,0.0,41.6,0.447
2022-03-25T12:00,40.4,0.0,37.9,0.443
2022-03-26T12:00,26.2,0.0,31.9,0.436
2022-03-27T12:00,24.9,0.0,29.6,0.437
2022-03-28T12:00,38.9,0.0,30.3,0.437
2022-03-29T12:00,44.7,0.0,38.5,0.434
2022-03-30T12:00,32.7,0.0,32.3,0.447
2022-03-31T12:00,36.7,0.0,32.3,0.442
2022-04-01T12:00,48.9,0.0,31.9,0.452
2022-04-02T12:00,44.1,0.0,39.3,0.458
2022-04-03T12:00,37.9,0.0,36.3,0.441
2022-04-04T12:00,47.5,0.0,41.8,0.436
2022-04-05T12:00,50.5,0.012,42.3,0.459
2022-04-06T12:00,39.5,0.02,35.4,0.47
2022-04-07T12:00,35.3,0.0,33.1,0.468
2022-04-08T12:00,43.1,0.0,39.5,0.464
2022-04-09T12:00,49.1,0.0,42.6,0.459
2022-04-10T12:00,39.5,0.311,40.2,0.517
2022-04-11T12:00,44.9,0.035,40.9,0.498
2022-04-12T12:00,39.5,0.004,37.7,0.481
2022-04-13T12:00,37.8,0.012,39.8,0.493
2022-04-14T12:00,29.4,0.0,34.2,0.478
2022-04-15T12:00,25.8,0.0,29.4,0.471
2022-04-16T12:00,33.1,0.0,29.6,0.467
2022-04-17T12:00,31.5,0.0,33.0,0.461
2022-04-18T12:00,36.4,0.0,31.3,0.459
2022-04-19T12:00,42.5,0.0,32.4,0.45
2022-04-20T12:00,47.4,0.031,40.6,0.449
2022-04-21T12:00,46.9,0.0,44.3,0.436
2022-04-22T12:00,48.3,0.362,44.4,0.502
2022-04-23T12:00,73.5,0.083,58.6,0.503
2022-04-24T12:00,38.0,0.146,40.6,0.512
2022-04-25T12:00,34.4,0.0,37.3,0.485
2022-04-26T12:00,38.1,0.0,41.4,0.475
2022-04-27T12:00,44.8,0.0,43.7,0.467
2022-04-28T12:00,47.6,0.0,45.0,0.451
2022-04-29T12:00,47.8,0.28,45.6,0.52
2022-04-30T12:00,47.7,0.283,46.0,0.52
2022-05-01T12:00,44.3,0.008,42.2,0.489
2022-05-02T12:00,43.3,0.0,44.1,0.483
2022-05-03T12:00,51.5,0.0,51.2,0.471
2022-05-04T12:00,58.9,0.0,53.9,0.461
2022-05-05T12:00,61.1,0.0,56.6,0.444
2022-05-06T12:00,64.8,0.0,57.2,0.424
2022-05-07T12:00,70.1,0.0,61.4,0.413
2022-05-08T12:00,63.4,0.815,59.7,0.505
2022-05-09T12:00,62.4,0.689,58.3,0.502
2022-05-10T12:00,66.5,0.008,61.5,0.476
2022-05-11T12:00,72.7,0.004,64.0,0.461
2022-05-12T12:00,65.9,0.035,61.1,0.467
2022-05-13T12:00,65.6,0.0,61.2,0.478
2022-05-14T12:00,60.7,0.083,59.3,0.485
2022-05-15T12:00,67.1,0.0,62.6,0.447
2022-05-16T12:00,63.9,0.0,63.8,0.437
2022-05-17T12:00,62.0,0.0,60.5,0.433
2022-05-18T12:00,69.5,0.0,63.5,0.452
2022-05-19T12:00,62.6,0.0,60.2,0.431
2022-05-20T12:00,50.7,0.024,54.7,0.464
2022-05-21T12:00,47.2,0.004,50.2,0.46
2022-05-22T12:00,56.6,0.008,54.8,0.445
2022-05-23T12:00,62.1,0.0,57.9,0.419
2022-05-24T12:00,66.1,0.0,61.3,0.401
2022-05-25T12:00,65.6,0.0,62.8,0.386
2022-05-26T12:00,64.2,0.0,63.8,0.372
2022-05-27T12:00,76.4,0.0,70.2,0.347
2022-05-28T12:00,77.8,0.0,72.8,0.367
2022-05-29T12:00,81.4,0.0,75.9,0.343
2022-05-30T12:00,72.1,0.138,69.5,0.469
2022-05-31T12:00,54.8,0.004,57.5,0.494
2022-06-01T12:00,67.3,0.0,63.4,0.476
2022-06-02T12:00,66.9,0.0,64.0,0.445
2022-06-03T12:00,63.3,0.0,63.8,0.413
2022-06-04T12:00,71.9,0.0,68.0,0.384
2022-06-05T12:00,74.2,0.0,70.0,0.353
2022-06-06T12:00,66.2,0.0,67.3,0.335
2022-06-07T12:00,69.2,0.0,67.2,0.31
2022-06-08T12:00,71.9,0.0,72.2,0.281
2022-06-09T12:00,76.3,0.0,75.1,0.262
2022-06-10T12:00,77.5,0.0,78.7,0.248
2022-06-11T12:00,78.3,0.0,77.8,0.288
2022-06-12T12:00,84.0,0.0,81.4,0.285
2022-06-13T12:00,79.8,0.012,75.5,0.459
2022-06-14T12:00,80.5,0.004,79.0,0.44
2022-06-15T12:00,75.6,0.0,74.6,0.407
2022-06-16T12:00,72.9,0.0,73.1,0.374
2022-06-17T12:00,78.2,0.0,77.4,0.347
2022-06-18T12:00,88.1,0.0,80.3,0.31
2022-06-19T12:00,97.0,0.0,88.7,0.29
2022-06-20T12:00,94.4,0.0,91.7,0.283
2022-06-21T12:00,75.6,0.0,77.5,0.392
2022-06-22T12:00,80.1,0.0,78.8,0.359
2022-06-23T12:00,88.5,0.0,84.4,0.323
2022-06-24T12:00,92.2,0.0,87.2,0.291
2022-06-25T12:00,71.8,0.0,74.1,0.449
2022-06-26T12:00,69.6,0.0,70.7,0.406
2022-06-27T12:00,80.0,0.0,75.5,0.373
2022-06-28T12:00,74.4,0.0,75.7,0.334
2022-06-29T12:00,70.7,0.008,67.5,0.324
2022-06-30T12:00,78.2,0.0,78.2,0.317
2022-07-01T12:00,77.9,0.0,77.8,0.304
2022-07-02T12:00,78.8,0.0,78.7,0.291
2022-07-03T12:00,81.5,0.02,81.5,0.289
2022-07-04T12:00,84.3,0.016,81.6,0.32
2022-07-05T12:00,76.5,0.0,77.5,0.318
2022-07-06T12:00,81.4,0.0,80.6,0.339
2022-07-07T12:00,80.8,0.0,80.2,0.338
2022-07-08T12:00,80.1,0.0,80.2,0.326
2022-07-09T12:00,86.8,0.0,82.1,0.308
2022-07-10T12:00,78.7,0.043,78.2,0.317
2022-07-11T12:00,79.1,0.0,80.3,0.306
2022-07-12T12:00,82.2,0.016,79.9,0.304
2022-07-13T12:00,79.8,0.0,81.6,0.291
2022-07-14T12:00,84.3,0.0,81.1,0.288
2022-07-15T12:00,82.7,0.0,80.5,0.448
2022-07-16T12:00,81.8,0.035,79.9,0.418
2022-07-17T12:00,85.5,0.0,81.2,0.414
2022-07-18T12:00,88.9,0.0,83.2,0.384
2022-07-19T12:00,77.8,0.008,79.3,0.448
2022-07-20T12:00,83.6,0.0,79.8,0.412
2022-07-21T12:00,80.5,0.0,77.8,0.384
2022-07-22T12:00,85.2,0.0,79.3,0.364
2022-07-23T12:00,74.7,0.461,73.6,0.477
2022-07-24T12:00,71.9,0.004,73.6,0.372
2022-07-25T12:00,75.6,0.0,73.7,0.357
2022-07-26T12:00,74.6,0.055,72.8,0.365
2022-07-27T12:00,73.5,0.0,72.8,0.345
2022-07-28T12:00,70.4,0.0,70.0,0.333
2022-07-29T12:00,76.2,0.0,73.9,0.326
2022-07-30T12:00,83.5,0.0,77.1,0.315
2022-07-31T12:00,79.2,0.004,78.7,0.299
2022-08-01T12:00,74.2,0.0,75.4,0.304
2022-08-02T12:00,84.2,0.0,80.7,0.299
2022-08-03T12:00,73.3,0.0,74.3,0.304
2022-08-04T12:00,79.8,0.0,75.1,0.307
2022-08-05T12:00,90.5,0.008,81.3,0.311
2022-08-06T12:00,69.6,0.0,72.8,0.457
2022-08-07T12:00,66.3,0.0,68.6,0.438
2022-08-08T12:00,73.3,0.0,69.5,0.432
2022-08-09T12:00,79.7,0.0,73.9,0.407
2022-08-10T12:00,74.9,0.0,73.9,0.388
2022-08-11T12:00,77.4,0.0,73.9,0.372
2022-08-12T12:00,79.4,0.15,73.8,0.477
2022-08-13T12:00,72.8,0.0,71.9,0.444
2022-08-14T12:00,76.1,0.02,72.8,0.433
2022-08-15T12:00,78.4,0.0,74.4,0.418
2022-08-16T12:00,78.0,0.004,74.9,0.461
2022-08-17T12:00,78.4,0.0,75.5,0.479
2022-08-18T12:00,74.1,0.051,72.9,0.482
2022-08-19T12:00,67.7,0.339,67.7,0.503
2022-08-20T12:00,75.2,0.004,72.5,0.481
2022-08-21T12:00,77.5,0.0,72.9,0.46
2022-08-22T12:00,79.0,0.0,73.4,0.445
2022-08-23T12:00,78.9,0.0,74.8,0.424
2022-08-24T12:00,71.4,0.0,71.0,0.412
2022-08-25T12:00,69.0,0.0,70.1,0.416
2022-08-26T12:00,72.1,0.0,69.0,0.409
2022-08-27T12:00,73.9,0.0,70.0,0.459
2022-08-28T12:00,71.0,0.102,70.3,0.468
2022-08-29T12:00,72.5,0.0,69.8,0.458
2022-08-30T12:00,78.0,0.0,70.6,0.44
2022-08-31T12:00,80.2,0.0,73.4,0.416
2022-09-01T12:00,81.4,0.0,73.9,0.405
2022-09-02T12:00,71.3,0.0,72.3,0.396
2022-09-03T12:00,68.7,0.0,68.6,0.39
2022-09-04T12:00,70.7,0.0,67.2,0.378
2022-09-05T12:00,74.3,0.043,68.6,0.375
2022-09-06T12:00,77.8,0.0,74.0,0.362
2022-09-07T12:00,80.0,0.0,72.3,0.359
2022-09-08T12:00,84.5,0.0,76.8,0.347
2022-09-09T12:00,68.1,0.0,69.1,0.404
2022-09-10T12:00,66.3,0.0,64.4,0.402
2022-09-11T12:00,68.6,0.0,63.5,0.391
2022-09-12T12:00,73.3,0.0,65.8,0.371
2022-09-13T12:00,68.4,0.0,65.7,0.351
2022-09-14T12:00,74.2,0.0,66.8,0.349
2022-09-15T12:00,81.5,0.0,73.9,0.347
2022-09-16T12:00,63.4,0.0,64.8,0.407
2022-09-17T12:00,66.0,0.039,65.3,0.411
2022-09-18T12:00,70.8,0.0,65.1,0.471
2022-09-19T12:00,68.5,0.122,64.2,0.488
2022-09-20T12:00,74.0,0.0,69.5,0.445
2022-09-21T12:00,60.6,0.0,61.3,0.431
2022-09-22T12:00,55.4,0.0,58.8,0.428
2022-09-23T12:00,61.0,0.016,58.1,0.446
2022-09-24T12:00,60.5,0.0,58.4,0.47
2022-09-25T12:00,62.8,0.0,60.3,0.456
2022-09-26T12:00,62.7,0.0,60.4,0.443
2022-09-27T12:00,54.7,0.0,56.6,0.432
2022-09-28T12:00,59.4,0.0,54.3,0.419
2022-09-29T12:00,65.7,0.0,59.6,0.401
2022-09-30T12:00,69.2,0.0,63.4,0.382
2022-10-01T12:00,67.7,0.0,63.9,0.372
2022-10-02T12:00,63.9,0.075,59.8,0.39
2022-10-03T12:00,73.1,0.0,66.2,0.367
2022-10-04T12:00,69.1,0.0,66.8,0.361
2022-10-05T12:00,71.2,0.0,65.6,0.379
2022-10-06T12:00,43.3,0.0,51.6,0.374
2022-10-07T12:00,43.0,0.0,47.7,0.38
2022-10-08T12:00,60.5,0.0,53.0,0.373
2022-10-09T12:00,57.5,0.0,54.3,0.353
2022-10-10T12:00,60.5,0.0,53.6,0.344
2022-10-11T12:00,71.3,0.0,61.3,0.33
2022-10-12T12:00,52.3,0.071,52.4,0.339
2022-10-13T12:00,41.3,0.0,45.9,0.334
2022-10-14T12:00,41.9,0.02,44.1,0.359
2022-10-15T12:00,49.4,0.0,45.5,0.367
2022-10-16T12:00,38.6,0.0,42.9,0.37
2022-10-17T12:00,34.1,0.0,29.7,0.368
2022-10-18T12:00,35.9,0.0,28.7,0.329
2022-10-19T12:00,49.2,0.0,28.9,0.33
2022-10-20T12:00,55.3,0.0,43.6,0.305
2022-10-21T12:00,58.7,0.0,53.5,0.295
2022-10-22T12:00,57.1,0.0,52.1,0.283
2022-10-23T12:00,68.7,0.0,56.0,0.276
2022-10-24T12:00,47.6,0.0,51.0,0.4
