time,temperature_2m (°F),rain (inch),soil_temperature_0_to_7cm (°F),soil_moisture_0_to_7cm (m³/m³)
2021-05-29T12:00,60.4,0.0,61.6,0.378
2021-05-30T12:00,65.6,0.0,67.1,0.346
2021-05-31T12:00,68.0,0.0,67.5,0.322
2021-06-01T12:00,71.9,0.0,71.1,0.313
2021-06-02T12:00,71.8,0.008,69.7,0.291
2021-06-03T12:00,79.3,0.0,75.8,0.269
2021-06-04T12:00,84.1,0.0,79.9,0.24
2021-06-05T12:00,83.8,0.004,80.3,0.213
2021-06-06T12:00,83.5,0.008,81.6,0.197
2021-06-07T12:00,74.6,0.11,74.5,0.307
2021-06-08T12:00,84.2,0.004,81.9,0.328
2021-06-09T12:00,81.9,0.031,80.7,0.299
2021-06-10T12:00,85.0,0.02,83.7,0.266
2021-06-11T12:00,89.7,0.004,87.7,0.231
2021-06-12T12:00,92.0,0.0,89.9,0.212
2021-06-13T12:00,85.8,0.0,86.9,0.2
2021-06-14T12:00,83.9,0.0,85.8,0.181
2021-06-15T12:00,83.0,0.0,84.9,0.17
2021-06-16T12:00,80.3,0.0,84.0,0.163
2021-06-17T12:00,86.7,0.0,84.8,0.162
2021-06-18T12:00,94.4,0.0,90.5,0.161
2021-06-19T12:00,81.3,0.004,79.6,0.362
2021-06-20T12:00,83.7,0.0,81.4,0.31
2021-06-21T12:00,69.7,0.0,73.5,0.299
2021-06-22T12:00,70.9,0.0,75.0,0.273
2021-06-23T12:00,76.9,0.024,69.5,0.34
2021-06-24T12:00,72.4,0.331,71.2,0.382
2021-06-25T12:00,77.8,0.728,73.2,0.424
2021-06-26T12:00,80.0,0.161,76.7,0.43
2021-06-27T12:00,80.2,0.0,79.3,0.384
2021-06-28T12:00,78.9,0.224,78.8,0.439
2021-06-29T12:00,82.0,0.087,78.8,0.418
2021-06-30T12:00,74.4,0.287,74.0,0.438
2021-07-01T12:00,78.8,0.043,78.1,0.395
2021-07-02T12:00,72.8,0.0,75.9,0.346
2021-07-03T12:00,77.9,0.0,76.3,0.328
2021-07-04T12:00,82.7,0.0,80.7,0.301
2021-07-05T12:00,85.1,0.0,82.3,0.282
2021-07-06T12:00,85.8,0.0,83.4,0.267
2021-07-07T12:00,85.0,0.0,83.4,0.248
2021-07-08T12:00,73.5,0.039,76.2,0.284
2021-07-09T12:00,71.2,0.0,74.1,0.265
2021-07-10T12:00,74.5,0.11,72.0,0.332
2021-07-11T12:00,69.8,0.051,69.6,0.395
2021-07-12T12:00,75.2,0.028,73.7,0.361
2021-07-13T12:00,76.9,0.106,74.9,0.408
2021-07-14T12:00,82.6,0.0,78.7,0.362
2021-07-15T12:00,78.5,0.004,76.6,0.338
2021-07-16T12:00,74.9,0.067,73.6,0.416
2021-07-17T12:00,75.5,0.039,74.5,0.389
2021-07-18T12:00,78.9,0.028,76.3,0.367
2021-07-19T12:00,77.1,0.047,76.8,0.359
2021-07-20T12:00,81.3,0.0,79.4,0.322
2021-07-21T12:00,80.2,0.012,80.1,0.304
2021-07-22T12:00,81.9,0.012,79.6,0.292
2021-07-23T12:00,84.5,0.008,82.4,0.276
2021-07-24T12:00,86.5,0.004,83.5,0.262
2021-07-25T12:00,85.7,0.0,84.1,0.248
2021-07-26T12:00,85.5,0.0,83.2,0.232
2021-07-27T12:00,84.7,0.0,83.6,0.218
2021-07-28T12:00,86.8,0.039,84.3,0.221
2021-07-29T12:00,89.0,0.012,84.7,0.21
2021-07-30T12:00,74.2,0.0,77.8,0.204
2021-07-31T12:00,74.2,0.0,78.5,0.199
2021-08-01T12:00,77.4,0.0,78.7,0.193
2021-08-02T12:00,72.8,0.016,75.8,0.189
2021-08-03T12:00,75.3,0.012,76.4,0.191
2021-08-04T12:00,79.3,0.004,78.6,0.183
2021-08-05T12:00,80.4,0.0,79.4,0.178
2021-08-06T12:00,80.2,0.433,76.5,0.341
2021-08-07T12:00,84.9,0.0,80.8,0.357
2021-08-08T12:00,85.5,0.0,82.8,0.3
2021-08-09T12:00,79.7,0.008,78.2,0.299
2021-08-10T12:00,88.8,0.039,82.8,0.356
2021-08-11T12:00,83.3,0.055,79.8,0.365
2021-08-12T12:00,85.9,0.004,81.7,0.322
2021-08-13T12:00,80.5,0.0,81.4,0.329
2021-08-14T12:00,77.7,0.0,77.9,0.306
2021-08-15T12:00,75.3,0.0,75.4,0.279
2021-08-16T12:00,76.9,0.0,76.9,0.258
2021-08-17T12:00,79.5,0.004,78.7,0.239
2021-08-18T12:00,81.5,0.012,81.0,0.244
2021-08-19T12:00,83.1,0.004,82.5,0.238
2021-08-20T12:00,84.0,0.0,83.2,0.227
2021-08-21T12:00,83.9,0.004,82.3,0.216
2021-08-22T12:00,81.5,0.0,83.0,0.207
2021-08-23T12:00,85.1,0.0,82.2,0.196
2021-08-24T12:00,87.8,0.189,83.5,0.251
2021-08-25T12:00,87.8,0.0,85.6,0.268
2021-08-26T12:00,83.6,0.024,83.0,0.341
2021-08-27T12:00,88.3,0.0,84.2,0.318
2021-08-28T12:00,87.5,0.004,85.6,0.291
2021-08-29T12:00,86.3,0.004,83.5,0.278
2021-08-30T12:00,82.3,0.0,83.7,0.268
2021-08-31T12:00,79.1,0.012,79.4,0.254
2021-09-01T12:00,77.8,0.0,79.5,0.238
2021-09-02T12:00,76.0,0.0,77.4,0.223
2021-09-03T12:00,72.5,0.0,72.6,0.218
2021-09-04T12:00,73.0,0.016,73.0,0.225
2021-09-05T12:00,78.3,0.0,77.1,0.229
2021-09-06T12:00,79.2,0.0,78.1,0.214
2021-09-07T12:00,85.9,0.0,81.3,0.199
2021-09-08T12:00,76.1,0.0,74.5,0.337
2021-09-09T12:00,72.6,0.0,74.1,0.298
2021-09-10T12:00,76.7,0.0,75.2,0.276
2021-09-11T12:00,84.0,0.0,79.7,0.254
2021-09-12T12:00,85.8,0.0,81.8,0.244
2021-09-13T12:00,84.3,0.0,82.4,0.236
2021-09-14T12:00,84.4,0.004,83.2,0.221
2021-09-15T12:00,75.3,0.0,79.1,0.219
2021-09-16T12:00,78.6,0.0,77.3,0.209
2021-09-17T12:00,83.6,0.0,80.6,0.193
2021-09-18T12:00,82.3,0.0,83.1,0.182
2021-09-19T12:00,87.3,0.0,84.3,0.17
2021-09-20T12:00,81.5,0.398,78.9,0.303
2021-09-21T12:00,70.2,0.024,71.2,0.375
2021-09-22T12:00,65.3,0.004,67.9,0.336
2021-09-23T12:00,64.6,0.0,66.3,0.315
2021-09-24T12:00,73.7,0.0,68.4,0.295
2021-09-25T12:00,67.8,0.02,67.5,0.312
2021-09-26T12:00,77.0,0.0,70.9,0.284
2021-09-27T12:00,82.3,0.0,76.6,0.265
2021-09-28T12:00,77.7,0.0,76.5,0.247
2021-09-29T12:00,82.4,0.0,78.0,0.229
2021-09-30T12:00,83.8,0.0,80.3,0.214
2021-10-01T12:00,82.6,0.0,79.7,0.204
2021-10-02T12:00,72.9,0.331,71.9,0.372
2021-10-03T12:00,74.5,0.035,75.0,0.325
2021-10-04T12:00,69.7,0.012,70.2,0.341
2021-10-05T12:00,71.5,0.043,71.0,0.324
2021-10-06T12:00,73.3,0.012,70.8,0.311
2021-10-07T12:00,73.6,0.217,71.5,0.388
2021-10-08T12:00,72.9,0.012,72.4,0.358
2021-10-09T12:00,80.2,0.0,75.2,0.328
2021-10-10T12:00,79.7,0.0,75.1,0.313
2021-10-11T12:00,73.0,0.193,71.8,0.361
2021-10-12T12:00,70.5,0.0,71.2,0.347
2021-10-13T12:00,65.7,0.138,65.4,0.368
2021-10-14T12:00,63.4,0.0,66.1,0.385
2021-10-15T12:00,60.5,0.087,62.9,0.372
2021-10-16T12:00,56.9,0.0,60.8,0.34
2021-10-17T12:00,63.4,0.0,61.8,0.331
2021-10-18T12:00,70.0,0.0,64.1,0.317
2021-10-19T12:00,66.3,0.0,63.5,0.301
2021-10-20T12:00,69.7,0.016,65.3,0.303
2021-10-21T12:00,55.8,0.0,60.7,0.286
2021-10-22T12:00,55.4,0.0,58.7,0.298
2021-10-23T12:00,53.1,0.0,57.2,0.297
2021-10-24T12:00,56.2,0.709,54.1,0.417
2021-10-25T12:00,51.7,0.106,52.3,0.422
2021-10-26T12:00,55.3,0.0,56.2,0.385
2021-10-27T12:00,56.9,0.0,55.4,0.371
2021-10-28T12:00,50.3,0.22,50.7,0.429
2021-10-29T12:00,53.4,0.335,53.3,0.425
2021-10-30T12:00,56.8,0.0,57.3,0.395
2021-10-31T12:00,52.1,0.0,53.6,0.379
2021-11-01T12:00,47.2,0.0,50.0,0.359
2021-11-02T12:00,46.2,0.0,48.9,0.361
2021-11-03T12:00,45.7,0.0,47.6,0.358
2021-11-04T12:00,47.5,0.0,47.2,0.349
2021-11-05T12:00,50.3,0.0,48.1,0.347
2021-11-06T12:00,55.6,0.0,50.6,0.336
2021-11-07T12:00,61.6,0.0,54.5,0.322
2021-11-08T12:00,63.4,0.0,58.1,0.311
2021-11-09T12:00,58.3,0.0,55.6,0.295
2021-11-10T12:00,58.6,0.0,54.2,0.296
2021-11-11T12:00,54.4,0.433,54.1,0.403
2021-11-12T12:00,40.9,0.004,46.7,0.35
2021-11-13T12:00,39.3,0.0,42.7,0.35
2021-11-14T12:00,38.5,0.008,41.9,0.351
2021-11-15T12:00,34.9,0.0,38.8,0.34
2021-11-16T12:00,50.1,0.0,44.6,0.335
2021-11-17T12:00,53.6,0.106,55.4,0.369
2021-11-18T12:00,38.0,0.0,44.6,0.353
2021-11-19T12:00,37.3,0.0,37.5,0.34
2021-11-20T12:00,49.9,0.0,46.5,0.335
2021-11-21T12:00,53.5,0.02,49.0,0.341
2021-11-22T12:00,33.9,0.0,40.5,0.328
2021-11-23T12:00,42.6,0.0,31.2,0.323
2021-11-24T12:00,51.2,0.0,44.7,0.317
2021-11-25T12:00,39.7,0.0,44.4,0.355
2021-11-26T12:00,31.4,0.0,31.9,0.337
2021-11-27T12:00,39.3,0.039,36.8,0.336
2021-11-28T12:00,37.3,0.0,38.2,0.328
2021-11-29T12:00,39.7,0.0,37.4,0.32
2021-11-30T12:00,48.5,0.0,44.8,0.317
2021-12-01T12:00,51.6,0.059,46.5,0.329
2021-12-02T12:00,59.2,0.0,52.5,0.307
2021-12-03T12:00,53.5,0.0,49.6,0.294
2021-12-04T12:00,43.2,0.0,44.9,0.288
2021-12-05T12:00,45.6,0.0,41.8,0.274
2021-12-06T12:00,32.4,0.0,40.0,0.31
2021-12-07T12:00,25.0,0.0,30.4,0.303
2021-12-08T12:00,33.9,0.0,31.4,0.3
2021-12-09T12:00,46.3,0.0,36.4,0.296
2021-12-10T12:00,44.0,0.0,41.3,0.294
2021-12-11T12:00,38.1,0.0,42.3,0.374
2021-12-12T12:00,46.1,0.0,43.0,0.345
2021-12-13T12:00,48.5,0.0,44.9,0.336
2021-12-14T12:00,52.2,0.0,45.0,0.326
2021-12-15T12:00,64.6,0.0,55.8,0.334
2021-12-16T12:00,41.6,0.0,50.2,0.342
2021-12-17T12:00,39.3,0.0,40.9,0.321
2021-12-18T12:00,37.5,0.0,39.6,0.38
2021-12-19T12:00,34.8,0.0,38.5,0.355
2021-12-20T12:00,40.7,0.0,39.1,0.346
2021-12-21T12:00,41.8,0.0,32.4,0.341
2021-12-22T12:00,30.2,0.0,32.1,0.333
2021-12-23T12:00,47.5,0.0,33.3,0.329
2021-12-24T12:00,58.5,0.0,49.2,0.326
2021-12-25T12:00,50.0,0.008,49.9,0.341
2021-12-26T12:00,45.5,0.0,43.7,0.329
2021-12-27T12:00,54.1,0.0,51.2,0.383
2021-12-28T12:00,34.4,0.071,38.5,0.389
2021-12-29T12:00,32.7,0.0,38.6,0.38
2021-12-30T12:00,38.3,0.0,39.6,0.371
2021-12-31T12:00,48.1,0.0,42.3,0.372
2022-01-01T12:00,34.0,0.008,38.3,0.367
2022-01-02T12:00,22.0,0.0,32.2,0.358
2022-01-03T12:00,22.4,0.0,31.9,0.353
2022-01-04T12:00,34.9,0.0,31.9,0.349
2022-01-05T12:00,15.6,0.0,31.4,0.346
2022-01-06T12:00,12.1,0.0,26.8,0.343
2022-01-07T12:00,11.5,0.0,26.4,0.341
2022-01-08T12:00,27.1,0.0,27.6,0.34
2022-01-09T12:00,22.1,0.0,31.1,0.366
2022-01-10T12:00,24.0,0.0,30.6,0.354
2022-01-11T12:00,31.3,0.0,29.8,0.347
2022-01-12T12:00,41.5,0.0,35.5,0.345
2022-01-13T12:00,43.6,0.0,37.8,0.344
2022-01-14T12:00,34.8,0.0,33.6,0.341
2022-01-15T12:00,28.1,0.0,32.4,0.337
2022-01-16T12:00,27.1,0.0,28.2,0.335
2022-01-17T12:00,28.3,0.0,31.4,0.333
2022-01-18T12:00,42.1,0.0,33.2,0.331
2022-01-19T12:00,20.1,0.0,32.2,0.337
2022-01-20T12:00,16.6,0.0,27.6,0.333
2022-01-21T12:00,23.7,0.0,27.9,0.331
2022-01-22T12:00,33.6,0.0,28.3,0.329
2022-01-23T12:00,20.2,0.0,29.2,0.328
2022-01-24T12:00,34.2,0.0,30.3,0.327
2022-01-25T12:00,16.6,0.0,28.6,0.326
2022-01-26T12:00,14.9,0.0,27.3,0.325
2022-01-27T12:00,37.3,0.0,28.9,0.324
2022-01-28T12:00,22.7,0.0,31.9,0.322
2022-01-29T12:00,25.9,0.0,28.3,0.321
2022-01-30T12:00,28.2,0.0,28.3,0.321
2022-01-31T12:00,35.3,0.0,28.6,0.32
2022-02-01T12:00,52.2,0.008,40.9,0.329
2022-02-02T12:00,17.9,0.0,32.7,0.364
2022-02-03T12:00,16.3,0.0,31.9,0.351
2022-02-04T12:00,12.0,0.0,31.3,0.345
2022-02-05T12:00,6.1,0.0,30.3,0.341
2022-02-06T12:00,25.0,0.0,29.6,0.337
2022-02-07T12:00,13.9,0.0,30.8,0.335
2022-02-08T12:00,32.4,0.0,31.1,0.333
2022-02-09T12:00,36.0,0.0,31.1,0.365
2022-02-10T12:00,28.7,0.0,33.4,0.365
2022-02-11T12:00,39.1,0.122,35.6,0.423
2022-02-12T12:00,18.9,0.0,32.1,0.381
2022-02-13T12:00,19.6,0.0,30.4,0.371
2022-02-14T12:00,25.9,0.0,28.2,0.366
2022-02-15T12:00,39.0,0.0,30.0,0.362
2022-02-16T12:00,55.8,0.0,33.6,0.377
2022-02-17T12:00,29.0,0.0,32.9,0.409
2022-02-18T12:00,25.5,0.0,29.5,0.392
2022-02-19T12:00,21.1,0.0,31.7,0.383
2022-02-20T12:00,49.0,0.0,29.8,0.383
2022-02-21T12:00,56.3,0.0,43.8,0.386
2022-02-22T12:00,61.3,0.169,48.1,0.418
2022-02-23T12:00,24.8,0.0,32.4,0.389
2022-02-24T12:00,29.8,0.0,30.3,0.381
2022-02-25T12:00,28.3,0.0,28.5,0.375
2022-02-26T12:00,32.1,0.0,28.7,0.371
2022-02-27T12:00,44.2,0.0,31.3,0.367
2022-02-28T12:00,53.3,0.0,41.9,0.361
2022-03-01T12:00,57.7,0.0,46.5,0.34
2022-03-02T12:00,56.5,0.0,46.0,0.331
2022-03-03T12:00,36.5,0.0,40.2,0.317
2022-03-04T12:00,44.6,0.0,41.7,0.318
2022-03-05T12:00,67.1,0.0,53.4,0.312
2022-03-06T12:00,44.1,0.0,49.3,0.35
2022-03-07T12:00,35.7,0.0,39.2,0.377
2022-03-08T12:00,38.3,0.0,42.1,0.357
2022-03-09T12:00,42.5,0.0,44.1,0.347
2022-03-10T12:00,30.0,0.0,36.0,0.34
2022-03-11T12:00,32.8,0.0,31.5,0.339
2022-03-12T12:00,20.3,0.0,31.0,0.337
2022-03-13T12:00,50.8,0.0,31.9,0.342
2022-03-14T12:00,59.2,0.0,47.6,0.343
2022-03-15T12:00,57.6,0.0,52.0,0.317
2022-03-16T12:00,67.2,0.0,57.2,0.288
2022-03-17T12:00,67.0,0.0,59.8,0.272
2022-03-18T12:00,46.5,0.283,48.0,0.36
2022-03-19T12:00,39.0,0.079,40.2,0.391
2022-03-20T12:00,60.4,0.0,52.0,0.345
2022-03-21T12:00,68.9,0.0,58.8,0.323
2022-03-22T12:00,56.6,0.0,53.8,0.373
2022-03-23T12:00,57.3,0.343,54.4,0.422
2022-03-24T12:00,39.3,0.075,41.8,0.403
2022-03-25T12:00,48.0,0.0,46.4,0.379
2022-03-26T12:00,33.8,0.0,41.2,0.362
2022-03-27T12:00,35.3,0.0,42.8,0.346
2022-03-28T12:00,37.6,0.0,43.5,0.331
2022-03-29T12:00,40.6,0.0,39.3,0.323
2022-03-30T12:00,56.5,1.146,50.6,0.436
2022-03-31T12:00,39.6,0.012,42.8,0.397
2022-04-01T12:00,44.0,0.0,47.4,0.379
2022-04-02T12:00,45.1,0.043,43.2,0.379
2022-04-03T12:00,52.5,0.0,51.5,0.369
2022-04-04T12:00,52.3,0.0,55.0,0.376
2022-04-05T12:00,53.3,0.165,50.0,0.403
2022-04-06T12:00,57.2,0.016,53.3,0.408
2022-04-07T12:00,44.5,0.004,48.1,0.373
2022-04-08T12:00,38.2,0.028,40.8,0.382
2022-04-09T12:00,46.5,0.0,46.3,0.369
2022-04-10T12:00,60.4,0.0,52.6,0.343
2022-04-11T12:00,58.0,0.0,57.0,0.347
2022-04-12T12:00,69.9,0.0,59.2,0.33
2022-04-13T12:00,67.4,0.591,63.2,0.408
2022-04-14T12:00,50.4,0.0,53.3,0.369
2022-04-15T12:00,56.2,0.016,57.6,0.355
2022-04-16T12:00,47.2,0.0,52.6,0.358
2022-04-17T12:00,46.6,0.0,50.7,0.344
2022-04-18T12:00,41.2,0.016,42.7,0.366
2022-04-19T12:00,48.5,0.0,50.9,0.354
2022-04-20T12:00,45.7,0.138,45.2,0.379
2022-04-21T12:00,64.5,0.0,60.7,0.384
2022-04-22T12:00,67.0,0.004,59.7,0.377
2022-04-23T12:00,79.1,0.0,68.9,0.375
2022-04-24T12:00,70.1,0.24,66.0,0.414
2022-04-25T12:00,55.5,0.0,60.9,0.382
2022-04-26T12:00,48.0,0.0,54.6,0.367
2022-04-27T12:00,54.3,0.0,55.9,0.348
2022-04-28T12:00,57.6,0.0,53.2,0.339
2022-04-29T12:00,65.6,0.0,61.4,0.333
2022-04-30T12:00,72.6,0.146,63.9,0.367
2022-05-01T12:00,54.4,0.0,56.2,0.349
2022-05-02T12:00,58.8,0.0,62.5,0.335
2022-05-03T12:00,57.6,0.087,57.6,0.407
2022-05-04T12:00,57.9,0.0,59.7,0.382
2022-05-05T12:00,54.3,0.295,54.0,0.43
2022-05-06T12:00,51.0,0.043,52.1,0.408
2022-05-07T12:00,66.1,0.0,62.5,0.386
2022-05-08T12:00,66.1,0.0,61.9,0.376
2022-05-09T12:00,74.6,0.0,69.1,0.357
2022-05-10T12:00,85.9,0.0,78.0,0.342
2022-05-11T12:00,84.1,0.173,78.8,0.382
2022-05-12T12:00,88.6,0.0,83.5,0.288
2022-05-13T12:00,84.8,0.0,81.5,0.264
2022-05-14T12:00,79.9,0.0,79.2,0.245
2022-05-15T12:00,78.9,0.0,79.2,0.222
2022-05-16T12:00,75.3,0.0,73.9,0.216
2022-05-17T12:00,74.4,0.0,75.4,0.199
2022-05-18T12:00,71.1,0.232,68.5,0.288
2022-05-19T12:00,82.3,0.0,78.1,0.25
2022-05-20T12:00,85.4,0.0,80.6,0.232
2022-05-21T12:00,60.8,0.22,63.8,0.41
2022-05-22T12:00,63.1,0.0,66.4,0.363
2022-05-23T12:00,64.0,0.0,66.7,0.329
2022-05-24T12:00,68.6,0.0,69.1,0.301
2022-05-25T12:00,71.5,0.157,67.9,0.378
2022-05-26T12:00,70.2,0.043,72.1,0.363
2022-05-27T12:00,58.3,0.276,60.9,0.425
2022-05-28T12:00,71.7,0.0,71.2,0.361
2022-05-29T12:00,80.8,0.0,75.3,0.331
2022-05-30T12:00,83.3,0.0,79.0,0.306
2022-05-31T12:00,81.6,0.004,80.3,0.278
2022-06-01T12:00,70.7,0.079,71.0,0.294
2022-06-02T12:00,74.2,0.0,76.1,0.274
2022-06-03T12:00,78.5,0.0,76.6,0.245
2022-06-04T12:00,79.6,0.0,77.8,0.213
2022-06-05T12:00,82.7,0.0,80.5,0.194
2022-06-06T12:00,81.4,0.0,81.5,0.175
2022-06-07T12:00,74.4,0.0,75.8,0.315
2022-06-08T12:00,71.0,0.205,71.8,0.329
2022-06-09T12:00,76.3,0.0,74.6,0.325
2022-06-10T12:00,74.7,0.004,73.1,0.284
2022-06-11T12:00,73.7,0.016,72.1,0.327
2022-06-12T12:00,81.4,0.071,77.2,0.358
2022-06-13T12:00,79.0,0.339,74.5,0.389
2022-06-14T12:00,92.2,0.0,87.6,0.285
2022-06-15T12:00,92.4,0.0,89.3,0.249
2022-06-16T12:00,89.5,0.0,88.7,0.222
2022-06-17T12:00,84.8,0.0,87.1,0.192
2022-06-18T12:00,77.4,0.0,83.6,0.173
2022-06-19T12:00,81.3,0.0,82.1,0.162
2022-06-20T12:00,89.0,0.0,86.9,0.152
2022-06-21T12:00,94.0,0.0,91.3,0.145
2022-06-22T12:00,87.7,0.0,92.2,0.14
2022-06-23T12:00,86.3,0.0,91.5,0.144
2022-06-24T12:00,89.9,0.0,91.8,0.145
2022-06-25T12:00,73.9,0.445,72.5,0.301
2022-06-26T12:00,77.6,0.012,79.7,0.317
2022-06-27T12:00,74.7,0.0,78.8,0.264
2022-06-28T12:00,80.9,0.0,80.7,0.23
2022-06-29T12:00,84.9,0.0,84.2,0.201
2022-06-30T12:00,88.0,0.0,86.7,0.184
2022-07-01T12:00,79.1,0.039,78.6,0.187
2022-07-02T12:00,83.6,0.0,83.6,0.213
2022-07-03T12:00,85.4,0.0,84.3,0.196
2022-07-04T12:00,88.0,0.016,85.8,0.177
2022-07-05T12:00,92.1,0.02,88.9,0.205
2022-07-06T12:00,86.8,0.0,87.9,0.182
2022-07-07T12:00,84.5,0.004,85.7,0.175
2022-07-08T12:00,79.1,0.043,77.8,0.344
2022-07-09T12:00,79.4,0.024,78.9,0.352
2022-07-10T12:00,79.0,0.0,80.2,0.303
2022-07-11T12:00,82.3,0.0,79.1,0.275
2022-07-12T12:00,79.7,0.0,80.7,0.255
2022-07-13T12:00,83.3,0.0,82.1,0.231
2022-07-14T12:00,80.5,0.0,82.7,0.213
2022-07-15T12:00,70.0,0.563,70.5,0.421
2022-07-16T12:00,83.6,0.0,80.7,0.355
2022-07-17T12:00,73.9,0.106,73.2,0.362
2022-07-18T12:00,82.2,0.0,81.3,0.315
2022-07-19T12:00,85.8,0.0,83.2,0.282
2022-07-20T12:00,85.5,0.0,84.5,0.258
2022-07-21T12:00,87.9,0.0,84.5,0.244
2022-07-22T12:00,84.9,0.0,83.8,0.222
2022-07-23T12:00,75.1,0.579,76.3,0.406
2022-07-24T12:00,86.8,0.378,80.5,0.387
2022-07-25T12:00,77.6,0.0,79.2,0.317
2022-07-26T12:00,76.9,0.004,78.2,0.289
2022-07-27T12:00,83.2,0.012,80.3,0.275
2022-07-28T12:00,79.3,0.0,79.6,0.26
2022-07-29T12:00,77.0,0.0,78.3,0.236
2022-07-30T12:00,80.7,0.0,80.8,0.216
2022-07-31T12:00,82.0,0.0,80.5,0.198
2022-08-01T12:00,86.0,0.004,83.5,0.189
2022-08-02T12:00,86.8,0.008,82.6,0.179
2022-08-03T12:00,88.5,0.028,86.6,0.188
2022-08-04T12:00,83.9,0.024,83.6,0.205
2022-08-05T12:00,85.9,0.016,86.2,0.2
2022-08-06T12:00,89.5,0.051,87.3,0.197
2022-08-07T12:00,85.5,0.138,81.9,0.226
2022-08-08T12:00,85.9,0.319,82.8,0.286
2022-08-09T12:00,75.8,0.0,78.8,0.256
2022-08-10T12:00,79.2,0.0,80.8,0.229
2022-08-11T12:00,80.3,0.0,81.6,0.202
2022-08-12T12:00,75.6,0.0,77.6,0.188
2022-08-13T12:00,80.9,0.0,79.6,0.192
2022-08-14T12:00,78.6,0.012,78.7,0.189
2022-08-15T12:00,77.6,0.012,79.1,0.188
2022-08-16T12:00,80.2,0.008,81.5,0.18
2022-08-17T12:00,79.6,0.024,80.5,0.169
2022-08-18T12:00,80.5,0.0,82.9,0.157
2022-08-19T12:00,84.6,0.0,83.7,0.156
2022-08-20T12:00,81.6,0.02,82.0,0.174
2022-08-21T12:00,78.0,0.024,80.2,0.182
2022-08-22T12:00,79.8,0.004,82.1,0.183
2022-08-23T12:00,81.3,0.0,83.2,0.167
2022-08-24T12:00,83.5,0.0,85.5,0.158
2022-08-25T12:00,85.0,0.118,83.1,0.19
2022-08-26T12:00,79.6,0.004,82.5,0.172
2022-08-27T12:00,83.8,0.0,85.1,0.166
2022-08-28T12:00,82.8,0.071,84.2,0.182
2022-08-29T12:00,89.6,0.067,85.9,0.207
2022-08-30T12:00,80.5,0.0,82.0,0.201
2022-08-31T12:00,82.2,0.0,81.6,0.19
2022-09-01T12:00,85.5,0.0,84.2,0.179
2022-09-02T12:00,83.9,0.0,82.9,0.177
2022-09-03T12:00,85.2,0.0,86.0,0.176
2022-09-04T12:00,76.4,0.173,75.6,0.243
2022-09-05T12:00,75.1,0.016,75.7,0.227
2022-09-06T12:00,78.6,0.02,80.0,0.217
2022-09-07T12:00,79.1,0.031,78.0,0.221
2022-09-08T12:00,78.9,0.0,81.3,0.195
2022-09-09T12:00,80.7,0.0,81.6,0.182
2022-09-10T12:00,83.4,0.0,83.8,0.172
2022-09-11T12:00,64.3,0.339,69.9,0.278
2022-09-12T12:00,66.5,0.055,65.6,0.305
2022-09-13T12:00,75.4,0.0,74.2,0.293
2022-09-14T12:00,79.2,0.0,76.9,0.261
2022-09-15T12:00,80.7,0.0,78.4,0.238
2022-09-16T12:00,82.2,0.0,80.5,0.219
2022-09-17T12:00,85.6,0.0,82.6,0.206
2022-09-18T12:00,84.6,0.0,83.2,0.204
2022-09-19T12:00,80.9,0.004,80.6,0.335
2022-09-20T12:00,88.2,0.0,82.6,0.285
2022-09-21T12:00,85.5,0.0,85.9,0.25
2022-09-22T12:00,64.2,0.0,72.8,0.24
2022-09-23T12:00,60.7,0.0,66.0,0.232
2022-09-24T12:00,72.4,0.0,72.0,0.24
2022-09-25T12:00,67.5,0.0,68.6,0.233
2022-09-26T12:00,63.4,0.0,67.4,0.224
2022-09-27T12:00,61.5,0.0,65.2,0.218
2022-09-28T12:00,61.4,0.0,64.7,0.211
2022-09-29T12:00,61.3,0.0,64.7,0.2
2022-09-30T12:00,65.6,0.0,67.1,0.185
2022-10-01T12:00,69.6,0.0,68.4,0.172
2022-10-02T12:00,68.7,0.0,69.2,0.164
2022-10-03T12:00,66.3,0.0,68.3,0.159
2022-10-04T12:00,70.6,0.0,69.9,0.153
2022-10-05T12:00,74.2,0.0,70.6,0.157
2022-10-06T12:00,73.3,0.0,72.7,0.158
2022-10-07T12:00,52.6,0.0,60.2,0.177
2022-10-08T12:00,56.8,0.0,59.8,0.174
2022-10-09T12:00,65.7,0.0,62.6,0.174
2022-10-10T12:00,73.2,0.0,68.8,0.167
2022-10-11T12:00,64.2,0.067,64.0,0.174
2022-10-12T12:00,65.1,0.098,65.7,0.243
2022-10-13T12:00,56.9,0.0,59.9,0.24
2022-10-14T12:00,61.6,0.0,58.0,0.229
2022-10-15T12:00,51.9,0.0,55.3,0.276
2022-10-16T12:00,57.1,0.0,57.8,0.258
2022-10-17T12:00,42.8,0.0,49.5,0.256
2022-10-18T12:00,42.4,0.0,47.2,0.275
2022-10-19T12:00,45.3,0.0,48.8,0.266
2022-10-20T12:00,57.7,0.0,52.6,0.259
2022-10-21T12:00,69.0,0.0,60.0,0.236
2022-10-22T12:00,74.4,0.0,67.0,0.213
2022-10-23T12:00,73.4,0.0,69.5,0.202
2022-10-24T12:00,73.9,0.0,70.8,0.198
2022-10-25T12:00,61.8,0.378,62.2,0.406
2022-10-26T12:00,53.8,0.0,56.6,0.358
